Shim_ID,FHFC_Key,HUD_REMS,Public_Housing_Development#,Florida_DOR_Parcel,Development_Name,Street_Address,City,State,Zip_Code,County,Housing_Program(s),Total_Units,Assisted_Units,HUD/RD_Rental_Assistance_Units,FHFC_Funded,HUD_Multifamily_Funded,HUD_Public_Housing_Funded,RD_Funded,LHFA_Funded,Target_Population,Occupancy_Status,Affordability_Start_Date,Year_built_(property_appraiser),Owner_Type,Overall_year_of_subsidy_expiration,Latitude,Longitude,Census_Tract,Census_Block_Group,Number_of_0_BR,Number_of_1_BR,Number_of_2_BR,Number_of_3_BR,Number_of_4_or_more_BR
419,-,800004565,-,1372200004,WOODWINDS APARTMENTS,1800 WOODWINDS DR,Bradenton,Florida,34208,Manatee,Refi Section 221(d)(4) MR;Rental Assistance/HUD,96,96,96,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1983,For-Profit,2031,27.4885303,-82.5453002,704,1,-,50,34,12,-
6645,-,800219353,-,2421900209,HOLY CROSS,504 West 26th Street,Palmetto,Florida,34221,Manatee,Rental Assistance/HUD;Section 202 Capital Advance,68,68,68,-,x,-,-,-,Elderly,Ready for Occupancy,2006,2006,Non-Profit,2046,27.53744064,-82.56769083,1403,3,-,68,-,-,-
7156,-,800225878,-,2421900309,HOLY CROSS MANOR II,520 W. 26th Street,Palmetto,Florida,34221,Manatee,Rental Assistance/HUD;Section 202 Capital Advance,68,68,68,-,x,-,-,-,Elderly,Ready for Occupancy,2011,2011,Non-Profit,2051,27.53756247,-82.56918022,1403,3,-,68,-,-,-
131,-,800004501,-,2580011001,THE COURTNEY,699 HABEN BLVD,Palmetto,Florida,34221,Manatee,Rental Assistance/HUD;Section 202 Capital Advance,72,71,71,-,x,-,-,-,Elderly,Ready for Occupancy,1996,1996,Non-Profit,2036,27.51733718,-82.55315369,1502,1,not avail.,not avail.,not avail.,not avail.,not avail.
2205,-,800065481,-,26879-000-32,EVANGELINE BOOTH GARDENS,2921 NE 14TH ST,Ocala,Florida,34470,Marion,Rental Assistance/HUD;Section 202 Capital Advance,65,64,64,-,x,-,-,-,Elderly,Ready for Occupancy,2000,2000,Non-Profit,2040,29.20194758,-82.09748657,1402,4,not avail.,not avail.,not avail.,not avail.,not avail.
1014,-,800004150,-,28411-000-00,HARVEY'S FELLOWSHIP HOMES,1415 NW 5th St,Ocala,Florida,34475,Marion,Refi Section 221(d)(3) MR;Rental Assistance/HUD,50,50,50,-,x,-,-,-,Family,Ready for Occupancy,1971,1972,Non-Profit,2040,29.19248535,-82.15089647,1800,1,-,50,-,-,-
1351,-,800004155,-,2372-005-004,HERITAGE OAKS OF OCALA,2820 SW 34TH ST,Ocala,Florida,34474,Marion,Rental Assistance/HUD;Section 202 Direct Loan,72,72,72,-,x,-,-,-,Elderly,Ready for Occupancy,1993,1993,Non-Profit,2016,29.15260442,-82.17094605,2401,2,-,72,-,-,-
1343,2885,800004161,-,28184-002-00,HICKORY KNOLL APARTMENTS,507 NE 22nd AVE,Ocala,Florida,34470,Marion,Extremely Low Income;Housing Credits 4%;Refi Section 221(d)(4) MR;Rental Assistance/HUD;SAIL;State Bonds,96,96,94,x,x,-,-,-,Family;Link,Ready for Occupancy,1981,1981,Limited Dividend,2068,29.19168735,-82.10730723,2002,2,not avail.,not avail.,not avail.,not avail.,not avail.
1389,-,800004333,-,25116-004-00,OCALA PLACE,2135 NW 1ST AVE,Ocala,Florida,33475,Marion,Rental Assistance/HUD,40,40,40,-,x,-,-,-,Family,Ready for Occupancy,1980,1980,For-Profit,2035,29.20962114,-82.13562587,1401,3,-,-,23,17,-
1683,615,800004365,-,2855-002-000,PARKSIDE GARDEN APARTMENTS,621 N.W. 2nd St.,Ocala,Florida,34475,Marion,Rental Assistance/HUD;State HOME,144,144,144,x,x,-,-,-,Family,Ready for Occupancy,1971,1970,Non-Profit,2058,29.18917164,-82.1429646,1800,2,-,16,116,12,-
1413,2734,800004447,-,26829-000-00,SPRING MANOR APARTMENTS,2833 NE 7TH ST,Ocala,Florida,34470,Marion,Extremely Low Income;Housing Credits 4%;Rental Assistance/HUD;SAIL;State Bonds,160,160,145,x,x,-,-,-,Family;Link,Ready for Occupancy,1973,1974,For-Profit,2065,29.19442441,-82.09780542,2002,1,not avail.,not avail.,not avail.,not avail.,not avail.
1303,2390,800004482,-,28184-001-00,SUTTON PLACE APARTMENTS.,523 NE 23rd CIRCLE,Ocala,Florida,34470,Marion,Exchange;Housing Credits 9%;Rental Assistance/HUD;Section 221(d)(4) MKT;State HOME;Tax Credit Assistance Program,130,130,106,x,x,-,-,-,Family,Ready for Occupancy,1973,1974,For-Profit,2061,29.192831,-82.105478,2002,2,-,74,-,32,24
1320,-,800004522,-,2731-018-000,TRINITY VILLAS I,3728 NE 8TH PL,Ocala,Florida,34470,Marion,Rental Assistance/HUD;Section 207/223(f),162,161,161,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1975,Non-Profit,2035,29.1951136,-82.08388219,2201,1,not avail.,not avail.,not avail.,not avail.,not avail.
1913,-,800004540,-,2.24E+17,VILLA ASSUMPTA,2539 NE MISSION DR,JENSEN BEACH,Florida,34957,Martin,Rental Assistance/HUD;Section 202 Direct Loan,100,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1994,1994,Non-Profit,2017,27.236277,-80.230441,400,1,not avail.,not avail.,not avail.,not avail.,not avail.
1633,-,800004438,-,9.38E+16,SIERRA APARTMENTS,1001 SE MONTEREY RD,Stuart,Florida,34994,Martin,Rental Assistance/HUD;Section 811 Capital Advance,24,24,24,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,not avail.,Non-Profit,2036,27.17684125,-80.23932502,1000,1,-,24,-,-,-
54,-,800004010,-,1.41E+11,COCONUT GROVE,"DAY, PERCIVAL &amp; OAK AVE",COCONUT GROVE,Florida,33133,Miami-Dade,Rental Assistance/HUD,24,24,24,-,x,-,-,-,Family,Ready for Occupancy,1981,1981,Non-Profit,2031,25.730975,-80.253093,7101,2,-,-,-,16,8
1393,-,800004022,-,3.06E+12,CORAL BAY PLAZA,21850 SW 103rd Ct,Cutler Bay,Florida,33190,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,40,39,39,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1994,1994,Non-Profit,2034,25.56457699,-80.3599321,10609,2,not avail.,not avail.,not avail.,not avail.,not avail.
1352,-,800004425,-,3.66E+12,PENINSULA HOUSING,21269 SW 85th Ave,Cutler Bay,Florida,33189,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),376,375,375,-,x,-,-,-,Elderly,Ready for Occupancy,1988,1987,Non-Profit,2032,25.57028904,-80.32607368,10613,3,not avail.,not avail.,not avail.,not avail.,not avail.
2208,-,800066690,-,1.68E+12,AMARILYS POND APARTMENTS,33700 REDLAND ROAD,Florida City,Florida,33034,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,100,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1999,not avail.,Non-Profit,2039,25.45064353,-80.49441397,11403,3,not avail.,not avail.,not avail.,not avail.,not avail.
7148,-,800221411,-,1.68E+12,PRINCETON MANOR,33690 SW 187 Avenue,Florida City,Florida,33034,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,91,90,90,-,x,-,-,-,Elderly,Ready for Occupancy,2010,1999,Non-Profit,2017,25.4449794,-80.49237473,11403,4,not avail.,not avail.,not avail.,not avail.,not avail.
475,-,800004159,-,4.30E+11,HIALEAH RESIDENCE,1280 W 46th St,Hialeah,Florida,33012,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),124,123,123,-,x,-,-,-,Elderly,Ready for Occupancy,1985,not avail.,Non-Profit,2035,25.863364,-80.30852114,706,1,not avail.,not avail.,not avail.,not avail.,not avail.
478,-,800004279,-,4.20E+11,MEADOWGREEN APARTMENTS,1955 W 54TH STREET,Hialeah,Florida,33012,Miami-Dade,Rental Assistance/HUD,119,119,119,-,x,-,-,-,Family,Ready for Occupancy,1981,not avail.,For-Profit,2016,25.87172703,-80.32098782,9315,1,-,42,66,6,5
544,-,800004356,-,4.30E+11,PALM SPRINGS VILLAS,445 W. 51st Place,Hialeah,Florida,33012,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),52,51,51,-,x,-,-,-,Elderly,Ready for Occupancy,1989,1988,Non-Profit,2034,25.8694403,-80.29218891,708,3,not avail.,not avail.,not avail.,not avail.,not avail.
552,-,800004400,-,4.30E+11,PUERTA DEL SOL,1765 W 42nd Pl,Hialeah,Florida,33012,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),100,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1987,1987,Non-Profit,2032,25.86077723,-80.3177328,705,3,not avail.,not avail.,not avail.,not avail.,not avail.
476,-,800004414,-,4.21E+11,ROBERT FORCUM TOWERS,220 W 74TH PL,Hialeah,Florida,33014,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,128,128,128,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1973,Non-Profit,2028,25.88944747,-80.28883795,505,2,-,128,-,-,-
518,-,800004420,-,4.30E+11,RUSS ALLEN APARTMENTS,1550 W 44TH PLACE,Hialeah,Florida,33012,Miami-Dade,Rental Assistance/HUD,74,73,73,-,x,-,-,-,Family,Ready for Occupancy,1981,1981,For-Profit,2016,25.86171306,-80.3134105,706,4,not avail.,not avail.,not avail.,not avail.,not avail.
1282,-,800004426,-,2.73E+12,SAMARI TOWERS,10251 NW 80TH CT,Hialeah Gardens,Florida,33016,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,124,123,123,-,x,-,-,-,Elderly,Ready for Occupancy,1984,not avail.,Non-Profit,2034,25.86807759,-80.32886895,13700,2,not avail.,not avail.,not avail.,not avail.,not avail.
1415,-,800003932,-,3.08E+12,BISCAYNE SENIOR HOUSING,28655 SW 153rd AVENUE,Homestead,Florida,33033,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,31,30,30,-,x,-,-,-,Elderly,Ready for Occupancy,1991,1990,Non-Profit,2031,25.50081902,-80.43842514,10900,3,not avail.,not avail.,not avail.,not avail.,not avail.
1276,-,800003998,-,1.08E+12,CHERRY VILLAGE,421 NE 12TH AVE,Homestead,Florida,33030,Miami-Dade,Rental Assistance/HUD,147,147,147,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1980,Non-Profit,2024,25.474155,-80.45906329,11001,1,-,147,-,-,-
1559,191,800004024,-,1.08E+12,CORAL GARDENS  APTS,250 SW 14TH AVE,Homestead,Florida,33030,Miami-Dade,Housing Credits 9%;Rental Assistance/HUD;SAIL;Section 221(d)(3) MR,92,92,90,x,x,-,-,-,Family,Ready for Occupancy,1971,1964,For-Profit,2027,25.46647735,-80.49211914,11300,6,-,-,39,45,8
1462,-,800004043,-,1.08E+12,DARC GROUP HOME,720 SW KROME TER,Homestead,Florida,33030,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,7,7,7,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1984,1982,Non-Profit,2023,25.46292185,-80.47854634,11300,3,-,7,-,-,-
1517,-,800004041,-,1.08E+12,DEEDCO GARDENS,105 SE 12TH AVE,Homestead,Florida,33030,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,77,76,76,-,x,-,-,-,Elderly,Ready for Occupancy,1997,1997,Non-Profit,2037,25.46903099,-80.45998008,11001,1,not avail.,not avail.,not avail.,not avail.,not avail.
1449,-,800004290,-,1.08E+12,MILTON MANOR III,145 SW 7TH STREET,Homestead,Florida,33030,Miami-Dade,Rental Assistance/HUD,60,59,59,-,x,-,-,-,Family,Ready for Occupancy,1970,1970,Non-Profit,2034,25.46362509,-80.48025414,11300,3,not avail.,not avail.,not avail.,not avail.,not avail.
1354,-,800003898,-,1.31E+11,ALLAPATTAH COMMUNITY HOUSING,1380 NW 24TH AVE,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,64,63,63,-,x,-,-,-,Elderly,Ready for Occupancy,1998,2009,Non-Profit,2017,25.7864699,-80.23596637,5104,2,not avail.,not avail.,not avail.,not avail.,not avail.
6658,-,800222714,-,1.31E+11,"ALLAPATTAH COMMUNITY HOUSING II, INC.",1390 N.W. 24th Avenue,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,80,79,79,-,x,-,-,-,Elderly,Ready for Occupancy,2009,2009,Non-Profit,2017,25.78651044,-80.23603086,5104,2,not avail.,not avail.,not avail.,not avail.,not avail.
1274,-,800003889,-,1.32E+11,ANNE MARIE TOWERS,436 NE 82ND ST,Miami,Florida,33138,Miami-Dade,Rental Assistance/HUD,20,20,20,-,x,-,-,-,Elderly,Ready for Occupancy,1978,1973,For-Profit,2017,25.84983501,-80.18671504,1301,5,-,20,-,-,-
2037,-,800003954,-,1.41E+11,Archbishop Carroll Manor,3667  SOUTH MIAMI AVE.,Miami,Florida,33133,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),236,230,230,-,x,-,-,-,Elderly,Ready for Occupancy,1980,1947,Non-Profit,2035,25.74288352,-80.21585709,6802,3,not avail.,not avail.,not avail.,not avail.,not avail.
1452,-,800003921,-,1.31E+11,BARBARA COURT APTS,1472 NW 14th St,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD,14,14,14,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1925,For-Profit,2032,25.78726858,-80.22038136,3004,2,-,12,2,-,-
1308,2506,800003925,-,3.06E+12,BCC APARTMENTS,21160 SW 112 AVE.,Miami,Florida,33166,Miami-Dade,Housing Credits 4%;Rental Assistance/HUD;Section 236;State Bonds;State HOME,104,103,103,x,x,-,-,-,Family,Ready for Occupancy,1972,1971,Limited Dividend,2062,25.57052852,-80.37304357,10500,1,not avail.,not avail.,not avail.,not avail.,not avail.
1281,-,800004011,-,1.31E+11,BLUE LAGOON APARTMENTS,725 NW 57TH AVENUE,Miami,Florida,33127,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,110,109,109,-,x,-,-,-,Elderly,Ready for Occupancy,1995,1997,Non-Profit,2036,25.77920005,-80.28705382,5703,3,not avail.,not avail.,not avail.,not avail.,not avail.
1135,-,800003936,-,1.41E+11,BORINQUEN APTS,425 - 435 SW 10th AVE,Miami,Florida,33130,Miami-Dade,Rental Assistance/HUD,58,58,58,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1930,For-Profit,2032,25.76910092,-80.21108546,5302,2,36,22,-,-,-
1424,-,800003947,-,1.02E+11,BUENA VISTA APARTMENTS,521 SW 6th St,Miami,Florida,33130,Miami-Dade,Rental Assistance/HUD,21,21,-,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1926,For-Profit,2016,25.76831874,-80.20296943,3602,3,3,16,2,-,-
1267,-,800003982,-,3.06E+12,CASA DEVON,11250 SW 197TH ST,Miami,Florida,33157,Miami-Dade,Rental Assistance/HUD,210,209,209,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1981,For-Profit,2036,25.582798,-80.37400936,10208,2,not avail.,not avail.,not avail.,not avail.,not avail.
1032,-,800003983,-,1.02E+11,CASA ISABEL,300 SW 4TH AVE,Miami,Florida,33130,Miami-Dade,Rental Assistance/HUD,14,14,14,-,x,-,-,-,Family,Ready for Occupancy,1980,1972,For-Profit,2017,25.77074895,-80.20122746,3602,2,-,-,14,-,-
1271,-,800004004,-,1.31E+11,CIVIC TOWERS,1855 NW 15TH AVE,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD,196,195,195,-,x,-,-,-,Family,Ready for Occupancy,1982,1982,For-Profit,2034,25.79243381,-80.2207701,3004,2,not avail.,not avail.,not avail.,not avail.,not avail.
1268,-,800004015,-,3.05E+12,COLLEGE PARK TOWERS,10700 SW 109th CT,Miami,Florida,33176,Miami-Dade,Rental Assistance/HUD,210,210,210,-,x,-,-,-,Elderly,Ready for Occupancy,1979,1979,For-Profit,2033,25.66924319,-80.37215359,8417,2,-,210,-,-,-
1273,-,800004023,-,3.66E+12,CORAL BAY TERRACE,8160 SW 210TH ST,Miami,Florida,33189,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,155,154,154,-,x,-,-,-,Elderly,Ready for Occupancy,1992,1993,Non-Profit,2032,25.57131491,-80.3217181,10613,2,not avail.,not avail.,not avail.,not avail.,not avail.
1311,-,800004029,-,3.03E+12,COVENANT PALMS,8400 NW 25TH AVE,Miami,Florida,33147,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,137,136,136,-,x,-,-,-,Elderly,Ready for Occupancy,1985,not avail.,Non-Profit,2035,25.85088438,-80.24039567,1003,3,not avail.,not avail.,not avail.,not avail.,not avail.
1316,-,800004034,-,3.06E+12,CUTLER BAY APARTMENTS,10324 SW 212TH ST,Miami,Florida,33189,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,100,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1997,1997,Non-Profit,2016,25.56968043,-80.35806916,10609,3,not avail.,not avail.,not avail.,not avail.,not avail.
1250,1070,800004036,-,3.06E+12,CUTLER MANOR,10875 SW 216TH ST,Miami,Florida,33170,Miami-Dade,Rental Assistance/HUD;SAIL,220,219,218,x,x,-,-,-,Family,Ready for Occupancy,1972,1971,Limited Dividend,2052,25.56728292,-80.36755179,10614,1,-,54,125,40,-
1309,17,800004037,-,3.06E+12,Cutler Glen &amp; Cutler Meadows,11280 SW 196TH ST,Miami,Florida,33175,Miami-Dade,Elderly Housing Community Loan;Local Bonds;Rental Assistance/HUD;State Bonds,224,224,224,x,x,-,-,x,Family,Ready for Occupancy,1981,1981,Limited Dividend,2028,25.58432344,-80.37393285,10207,2,-,189,35,-,-
1280,-,800004084,-,3.05E+12,FEDERATION GARDENS I,10905 SW 112TH AVE,Miami,Florida,33176,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,111,110,110,-,x,-,-,-,Elderly,Ready for Occupancy,1984,1982,Non-Profit,2023,25.66665188,-80.37339454,8417,5,not avail.,not avail.,not avail.,not avail.,not avail.
1013,-,800004085,-,3.05E+12,FEDERATION GARDENS II,10911 SW 112TH AVE,Miami,Florida,33176,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,50,49,49,-,x,-,-,-,Elderly,Ready for Occupancy,1990,1982,Non-Profit,2030,25.6664939,-80.37329414,8417,5,not avail.,not avail.,not avail.,not avail.,not avail.
1412,-,800004089,-,1.41E+11,FERNANDO APARTMENTS,901 SW 5th St,Miami,Florida,33130,Miami-Dade,Rental Assistance/HUD,32,32,32,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1924,For-Profit,2016,25.7691475,-80.20943523,5302,2,5,15,12,-,-
2149,-,800004121,-,1.41E+11,GIBSON PLAZA,3160 MUNDY ST,Miami,Florida,33133,Miami-Dade,Rental Assistance/HUD,65,65,65,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1975,Non-Profit,2032,25.73224619,-80.25289702,7101,1,50,15,-,-,-
1317,-,800004127,-,3.02E+12,GOLDEN POND APARTMENTS,1000 NW 155TH LN,Miami,Florida,33169,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,100,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1994,not avail.,Non-Profit,2017,25.91697606,-80.21634165,414,1,not avail.,not avail.,not avail.,not avail.,not avail.
1382,-,800004129,-,3.06E+12,GOULDS APARTMENTS,B11255 SW 220 TER,Miami,Florida,33170,Miami-Dade,Rental Assistance/HUD,48,48,48,-,x,-,-,-,Family,Ready for Occupancy,1980,1980,Non-Profit,2031,25.56241949,-80.37385669,10500,4,-,-,8,20,20
1074,-,800004142,-,1.31E+11,HADLEY GARDENS,3031 NW 19TH AVE,Miami,Florida,33142,Miami-Dade,Rental Assistance/HUD;Section 221(d)(4) MKT,151,150,150,-,x,-,-,-,Elderly,Ready for Occupancy,1986,1986,For-Profit,2036,25.80433647,-80.22752708,2404,1,not avail.,not avail.,not avail.,not avail.,not avail.
2169,-,800004139,-,1.02E+11,HUNTER RIVER WALK APARTMENTS,524 NW FIRST ST,Miami,Florida,33128,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,100,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1998,1999,Non-Profit,2038,25.77459627,-80.20300215,3602,1,not avail.,not avail.,not avail.,not avail.,not avail.
6641,-,800217666,-,1.41E+11,LA PALMA,1040 SW 1st St,Miami,Florida,33130,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,91,90,90,-,x,-,-,-,Elderly,Ready for Occupancy,2009,2009,Non-Profit,2048,25.77226849,-80.21239901,5302,4,-,90,-,-,-
1409,-,800004238,-,1.31E+11,LAS PALMAS PLAZA I,740 NW 25th AVE,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,100,98,98,-,x,-,-,-,Elderly,Ready for Occupancy,1991,1990,Non-Profit,2031,25.78004541,-80.23772563,5103,1,not avail.,not avail.,not avail.,not avail.,not avail.
1392,-,800004239,-,1.31E+11,LAS PALMAS PLAZA II,2501 NW 7TH ST,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,96,95,95,-,x,-,-,-,Elderly,Ready for Occupancy,1993,1992,Non-Profit,2033,25.77973291,-80.23767409,5103,1,not avail.,not avail.,not avail.,not avail.,not avail.
1270,2529,800004220,-,3.03E+12,LINCOLN FIELDS APARTMENTS,2020 NW 63rd STREET,Miami,Florida,33147,Miami-Dade,Housing Credits 4%;Rental Assistance/HUD;Section 542;State Bonds,214,214,213,x,x,-,-,-,Family,Ready for Occupancy,1983,1953,For-Profit,2063,25.832082,-80.230217,1502,2,not avail.,not avail.,not avail.,not avail.,not avail.
990,-,800004247,-,1.41E+11,LITTLE HAVANA,1759 SW 5th St,Miami,Florida,33135,Miami-Dade,Rental Assistance/HUD,75,75,75,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1982,Non-Profit,2032,25.76865243,-80.2238232,5410,1,40,35,-,-,-
666,-,800004252,-,2.54E+12,LOS ROBLES APARTMENTS,11495 W FLAGLER ST,Miami,Florida,33174,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),100,98,98,-,x,-,-,-,Elderly,Ready for Occupancy,1990,not avail.,Non-Profit,2035,25.76860295,-80.38238462,9023,2,not avail.,not avail.,not avail.,not avail.,not avail.
1379,2870,800004255,-,1.01E+11,LUMMUS PARK MANOR,350 NW 2ND ST,Miami,Florida,33128,Miami-Dade,Housing Credits 9%;Rental Assistance/HUD;Section 221(d)(4) MKT,51,51,51,x,x,-,-,-,Elderly;Family,Ready for Occupancy,1982,1981,For-Profit,2068,25.77544248,-80.20038965,3601,1,-,51,-,-,-
1377,-,800004276,-,1.31E+11,MAYRAS COURT APARTMENTS,1529/1559 NW NORTH RIVER DR,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD,56,56,56,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1962,For-Profit,2022,25.78691096,-80.22168592,3004,2,-,56,-,-,-
1960,-,800004281,-,3.02E+12,MEMORIAL HIGHWAY APTS,13633 MEMORIAL HWY,Miami,Florida,33161,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,15,15,15,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1991,1991,Non-Profit,2036,25.90016437,-80.19420896,305,2,15,-,-,-,-
7102,1542,800004289,-,3.03E+12,MILDRED AND CLAUDE PEPPER TOWERS,2350 NW 54TH ST,Miami,Florida,33142,Miami-Dade,Exchange;Housing Credits 9%;Rental Assistance/HUD;Section 221(d)(4) MKT,151,150,150,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,1982,1980,For-Profit,2062,25.8236856,-80.23566856,1803,1,-,150,-,-,-
1448,-,800004303,-,1.41E+11,NATHALIE'S COURT APARTMENTS,1521 SW 6TH ST,Miami,Florida,33125,Miami-Dade,Rental Assistance/HUD,15,13,13,-,x,-,-,-,Family,Ready for Occupancy,1982,1925,Limited Dividend,2022,25.76773356,-80.21995455,5304,3,not avail.,not avail.,not avail.,not avail.,not avail.
1383,1559,800004308,-,1.31E+11,NEW HORIZONS APARTMENTS,690 NW 60TH ST,Miami,Florida,33127,Miami-Dade,Housing Credits 4%;Rental Assistance/HUD;Section 542;State Bonds,101,100,100,x,x,-,-,-,Elderly;Family,Ready for Occupancy,1983,1983,For-Profit,2042,25.83014994,-80.20731819,1901,3,-,100,-,-,-
1457,-,800004320,-,3.03E+12,NORTHWEST DADE A.R.T.S,7981 NW 37th Ave,Miami,Florida,33147,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,10,10,10,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1986,1986,Non-Profit,2026,25.84619089,-80.25770229,902,3,-,-,10,-,-
1425,-,800004342,-,1.01E+11,ORLANDO APARTMENTS,458 NW 4th St,Miami,Florida,33128,Miami-Dade,Rental Assistance/HUD,24,24,24,-,x,-,-,-,Elderly,Ready for Occupancy,1981,2001,For-Profit,2017,25.77801203,-80.20251138,3601,1,4,20,-,-,-
6655,-,800219456,-,1.31E+11,PALERMO LAKES APARTMENTS,5311 NW 7 Street,Miami,Florida,33126,Miami-Dade,Rental Assistance/HUD;Section 202 Capital Advance,110,109,109,-,x,-,-,-,Elderly,Ready for Occupancy,2009,2009,Non-Profit,2046,25.77898028,-80.28301827,5703,3,not avail.,not avail.,not avail.,not avail.,not avail.
1278,-,800004357,-,3.04E+12,PALMER HOUSE,1225 SW 107TH AVE,Miami,Florida,33174,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),121,120,120,-,x,-,-,-,Elderly,Ready for Occupancy,1988,1988,Non-Profit,2028,25.75727005,-80.36753888,8907,2,not avail.,not avail.,not avail.,not avail.,not avail.
1421,-,800004382,-,3.04E+12,PHOENIX MANOR,3941 SW 89 Avenue,Miami,Florida,33165,Miami-Dade,Rental Assistance/HUD;Section 202 Direct Loan,20,20,20,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1995,1995,Non-Profit,2016,25.7340267,-80.3395333,8805,3,6,14,-,-,-
2161,-,800004385,-,3.66E+12,PINE WOODS VILLA,8420 SW 188th Ter,Miami,Florida,33157,Miami-Dade,Rental Assistance/HUD;Section 236,272,267,267,-,x,-,-,-,Elderly,Ready for Occupancy,1972,not avail.,Non-Profit,2029,25.592015,-80.328638,10610,1,not avail.,not avail.,not avail.,not avail.,not avail.
471,-,800004409,-,1.41E+11,RIVERSIDE APARTMENTS,950 SW FIRST ST,Miami,Florida,33130,Miami-Dade,Rental Assistance/HUD,75,75,75,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1981,Non-Profit,2031,25.77231372,-80.21002445,5302,1,45,30,-,-,-
1378,-,800004416,-,3.41E+12,ROBERT SHARP TOWERS I,103 NW 202ND TER,Miami,Florida,33169,Miami-Dade,Rental Assistance/HUD;Section 207/223(f),110,109,109,-,x,-,-,-,Elderly,Ready for Occupancy,1979,1979,Non-Profit,2044,25.96198232,-80.20374918,9808,1,not avail.,not avail.,not avail.,not avail.,not avail.
1381,-,800004415,-,3.41E+12,ROBERT SHARP TOWERS II,115 NW 202 TERR.,Miami,Florida,33169,Miami-Dade,Rental Assistance/HUD;Section 221(d)(4) MKT,110,109,109,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1979,For-Profit,2032,25.96196216,-80.20380205,9808,1,not avail.,not avail.,not avail.,not avail.,not avail.
