Project_ID,Project_Status,Project_Name,Street_Number ,Street_Name,Street_Type,Zip_Code,Planning_Address,APN(s),Supervisor_District,Planning_Neighborhood,City_Analysis_Neighborhood,Lead_Agency,Program_Area,Project_Area,Project_Type,Housing_Tenure,Issuance_of_Notice_to_Proceed,Issuance_of_Building_Permit,Issuance_of_First_Construction_Document,Estimated/Actual_Construction_Start_Date,Estimated_Construction_Completion,Project_Lead_Sponsor,Project_Co-Sponsor,Project_Owner,DBI_Permit_Number,Planning_Case_Number,Property_Informaiton_Map_Link,Planning_Entitlements,Entitlement_Approval,Section_415_Declaration,Recording_Number,Recording_Date,Project_Units,Affordable_Units,Market_Rate_Units,%_Affordable,SRO_Units,Studio_Units,1bd_Units,2bd_Units,3bd_Units,4bd_Units,5+_bd_Units,Mobility_Units,Manager_Units,Manager_Unit(s)_Type,Family_Units,Senior_Units,TAY_Units,Homeless_Units,Disabled_Units,20%_AMI,30%_AMI,50%_AMI,55%_AMI,60%_AMI,80%_AMI,90%_AMI,100%_AMI,120%_AMI,150%_AMI,Latitude,Longitude,Location
2013-027,(5) First Construction Document Issued,462 Duboce,462,Duboce        ,Ave,94117,345 HERMANN ST 94117,875023,8,Western Addition,Hayes Valley,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,1/11/17,BRIDGE Housing Corporation,Mission Economic Development Agency,"462 Duboce Housing Associates, LP",2.01504E+11,2015-004290PRJ,http://propertymap.sfplanning.org/?search=2015-004290PRJ, ,,,,,42,41,1,98%,0,34,7,0,0,0,0,3,1,1bd,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,37.76980068,-122.4307967,"(37.769800679685, -122.430796668929)"
2013-028,(5) First Construction Document Issued,666 Ellis,666,Ellis,St,94109,666 ELLIS ST 94109,321039,6,Downtown/Civic Center,Tenderloin,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,11/16/17,Community Housing Partnership,,"666 Ellis, LP",2.01503E+11,2015-004144PRJ,http://propertymap.sfplanning.org/?search=2015-004144PRJ, ,,,,,99,99,0,100%,0,77,22,0,0,0,0,5,0,,0,99,0,0,0,0,0,99,0,0,0,0,0,0,0,37.78458804,-122.4172393,"(37.7845880407854, -122.417239315322)"
2013-029,(5) First Construction Document Issued,Hunters Point East / West,90,Kiska,Rd,94124,67 NORTHRIDGE RD 94124,4700041,10,Bayview,Bayview Hunters Point,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,11/29/17,San Francisco Housing Development Corporation,John Stewart Company,Hunters Point East West LP,"201511031578, 201511031579, 201511031580, 201511031581, 201511031582, 201511031586, 201511031587, 201511031589, 201511031590, 201511031591, 201511031592, 201511031593, 201511031594, 201511031595, 201511031596, 201511031597, 201511031598, 201511031599, 201511031600, 201511031601, 201511031602, 201511301588",2015-015745PRJ,http://propertymap.sfplanning.org/?search=2015-015745PRJ, ,,,,,213,211,2,99%,0,0,17,121,34,29,10,12,2,"2bd, 3bd",211,0,0,0,0,0,0,211,0,0,0,0,0,0,0,37.73062917,-122.3770932,"(37.7306291690448, -122.377093153422)"
2013-030,(5) First Construction Document Issued,Holly Courts,100,Appleton,Ave,94110,100 APPLETON AVE 94110,5714001,9,Bernal Heights,Bernal Heights,MOHCD,RAD Phase 1,,Rehabilitation,Rental,12/1/15,,,12/1/15 0:00,4/13/17,BRIDGE Housing Corporation,Bernal Heights Neighborhood Center,"Holly Courts Housing Associates, LP","201504022626, 201504022634, 201504022635, 201504022636, 201504022637, 201504022638, 201504022639, 201504022640, 201504022641, 201504022642",2015-004552PRJ,http://propertymap.sfplanning.org/?search=2015-004552PRJ, ,,,,,118,117,1,99%,0,0,48,59,10,0,0,6,1,2bd,117,0,0,0,0,0,0,117,0,0,0,0,0,0,0,37.73771387,-122.4222239,"(37.7377138735777, -122.422223879086)"
2013-031,(5) First Construction Document Issued,Robert B. Pitts Blk 1 & 2,1150,Scott,St,94102,1150 SCOTT ST 94115,752001,5,Western Addition,Western Addition,MOHCD,RAD Phase 1,,Rehabilitation,Rental,9/21/15,,,9/21/15 0:00,7/17/17,Related California,Tabernacle Community Development Corp,"Robert Pitts Housing Partners, LP","201504305027, 201504305036, 201504305037, 201504305038, 201504305039, 201504305040, 201504305042, 201504305043, 201504305044, 201504305045, 201504305046, 201504305047, 201504305051, 201504305052, 201504305053, 201504305054, 201504305055, 201504305056, 201504305057, 201504305058, 201504305059, 201505015161, 201505015166, 201505015167",2015-002664PRJ,http://propertymap.sfplanning.org/?search=2015-002664PRJ,2015-002664CUA,4/23/15,,,,203,201,2,99%,0,0,0,77,112,12,0,11,2,"2bd, 2bd",201,0,0,0,0,0,0,201,0,0,0,0,0,0,0,37.78035925,-122.4369825,"(37.7803592526539, -122.436982546128)"
2013-032,(5) First Construction Document Issued,25 Sanchez,25,Sanchez,St,94114,25 SANCHEZ ST 94114,3537090,8,Castro/Upper Market,Castro/Upper Market,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,2/1/17,BRIDGE Housing Corporation,Mission Economic Development Agency,"25 Sanchez Housing Associates, LP",2.01503E+11,2015-003812PRJ,http://propertymap.sfplanning.org/?search=2015-003812PRJ, ,,,,,90,89,1,99%,0,75,14,0,0,0,0,5,1,1bd,0,89,0,0,0,0,0,89,0,0,0,0,0,0,0,37.76892919,-122.4309788,"(37.7689291920541, -122.430978797861)"
2013-033,(5) First Construction Document Issued,990 Pacific,990,Pacific,Ave,94133,990 PACIFIC AVE 94133,159044,3,Nob Hill,Chinatown,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,12/16/17,Chinatown Community Development Center,,"Pacific Avenue, LP",2.01504E+11,2015-004289PRJ,http://propertymap.sfplanning.org/?search=2015-004289PRJ, ,,,,,92,91,1,99%,0,74,17,0,0,0,0,7,1,1bd,0,91,0,0,0,0,0,91,0,0,0,0,0,0,0,37.79660163,-122.4113858,"(37.7966016300659, -122.411385828252)"
2013-034,(5) First Construction Document Issued,1760 Bush,1760,Bush,St,94109,1760 BUSH ST 94109,664031,5,Western Addition,Pacific Heights,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,1/1/18,John Stewart Company,Mercy Housing California,"1760 Bush, LP",2.0151E+11,2015-014711PRJ,http://propertymap.sfplanning.org/?search=2015-014711PRJ, ,,,,,108,107,1,99%,0,83,23,1,0,0,0,0,1,1bd,0,107,0,0,0,0,0,107,0,0,0,0,0,0,0,37.78818274,-122.4264118,"(37.7881827423355, -122.426411776431)"
2013-035,(5) First Construction Document Issued,2698 California ,2698,California,St,94115,2698 CALIFORNIA ST 94115,633006,2,Pacific Heights,Pacific Heights,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,2/1/18,Mercy Housing California,John Stewart Company,"2698 California, LP",2.0151E+11,2015-014736PRJ,http://propertymap.sfplanning.org/?search=2015-014736PRJ, ,,,,,40,39,1,98%,0,31,7,1,0,0,0,4,1,1bd,0,39,0,0,0,0,0,39,0,0,0,0,0,0,0,37.78856233,-122.4385661,"(37.7885623287738, -122.438566109786)"
2013-036,(5) First Construction Document Issued,Rosa Parks I,1251,Turk,St,94115,1251 TURK ST 94115,757028,5,Western Addition,Western Addition,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,5/1/18,Tenderloin Neighborhood Development Corporation,,"RP Associates, LP",2.01511E+11,2015-016398PRJ,http://propertymap.sfplanning.org/?search=2015-016398PRJ, ,,,,,203,202,1,100%,0,19,100,83,0,0,0,21,1,1bd,0,202,0,0,0,0,0,202,0,0,0,0,0,0,0,37.78025859,-122.4294853,"(37.7802585870778, -122.429485282226)"
2013-037,(5) First Construction Document Issued,Kennedy Towers,2451,Sacramento,St,94115,2451 SACRAMENTO ST 94115,636038,2,Pacific Heights,Pacific Heights,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,6/1/18,Mercy Housing California,John Stewart Company,"JFK Tower, LP",2.01509E+11,2015-010665PRJ,http://propertymap.sfplanning.org/?search=2015-010665PRJ,2015-010665VAR,,,,,98,97,1,99%,0,76,20,1,0,0,0,0,1,1bd,0,97,0,0,0,0,0,97,0,0,0,0,0,0,0,37.789661,-122.4331945,"(37.7896610028229, -122.433194505086)"
2013-038,(5) First Construction Document Issued,1750 McAllister,1750,McAllister,St,94115,1750 MCALLISTER ST 94115,1157007,5,Western Addition,Western Addition,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,7/1/18,Community Housing Partnership,,"1750 McAllister, LP",2.01509E+11,2015-012129PRJ,http://propertymap.sfplanning.org/?search=2015-012129PRJ,2015-012129VAR,,,,,97,96,1,99%,0,75,21,0,0,0,0,10,1,2bd,0,96,0,0,0,0,0,96,0,0,0,0,0,0,0,37.77777025,-122.4405381,"(37.77777025288, -122.440538111261)"
2013-039,(5) First Construction Document Issued,Clementina Towers,320-330,Clementina ,St,94103,320 CLEMENTINA ST 94103,159161-3733 (3 lots),6,South of Market,South of Market,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,10/1/18,Tenderloin Neighborhood Development Corporation,,"Clementina Towers Associates, LP",2.0151E+11,2015-011205PRJ,http://propertymap.sfplanning.org/?search=2015-011205PRJ,2015-011205ENV,,,,,276,274,2,99%,0,226,48,0,0,0,0,0,2,"1bd, 1bd",0,274,0,0,0,0,0,274,0,0,0,0,0,0,0,37.78217673,-122.4027576,"(37.7821767325121, -122.402757566542)"
2013-040,(5) First Construction Document Issued,Westbrook Apartments,40,Harbor,Rd,94124,855 INNES AVE 94124,4700039,10,Bayview,Bayview Hunters Point,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,11/1/18,San Francisco Housing Development Corporation,Related California / John Stewart Company,"Westbrook Housing Partners, LP","201511031566, 201511031567, 201511031568, 201511031569, 201511031570, 201511031571, 201511031572, 201511031573, 201511031574, 201511031575, 201511031576, 201511031577, 201511031585",2015-015743PRJ,http://propertymap.sfplanning.org/?search=2015-015743PRJ, ,,,,,223,221,2,99%,0,0,4,57,116,44,0,28,2,"2bd, 2bd",221,0,0,0,0,0,0,221,0,0,0,0,0,0,0,37.731093,-122.3754003,"(37.7310929979772, -122.375400314202)"
2013-041,(5) First Construction Document Issued,Westside Courts,2501,Sutter,St,94115,1400 BAKER ST 94115,1075001,5,Western Addition,Japantown,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,11/1/18,Related California,Tabernacle Community Development Corp,"Westide Courts Housing Partners, LP","201511051898, 201511051899, 201511051900, 201511051901, 201511051902, 201511051905",2015-015999PRJ,http://propertymap.sfplanning.org/?search=2015-015999PRJ, ,,,,,135,134,1,99%,0,0,84,23,19,8,0,0,1,2bd,134,0,0,0,0,0,0,134,0,0,0,0,0,0,0,37.78446643,-122.4422658,"(37.784466425154, -122.442265761995)"
2013-042,(5) First Construction Document Issued,350 Ellis,350,Ellis,St,94102,350 ELLIS ST 94102,324023,6,Downtown/Civic Center,Tenderloin,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,3/1/19,Tenderloin Neighborhood Development Corporation,,"Ellis 350 Associates, LP",2.01551E+12,2015-009851PRJ,http://propertymap.sfplanning.org/?search=2015-009851PRJ,2015-009851ENV,,,,,96,96,0,100%,0,72,24,0,0,0,0,5,0,,0,96,0,0,0,0,0,96,0,0,0,0,0,0,0,37.78523841,-122.4121244,"(37.7852384112328, -122.41212444913)"
2013-055,(6) Complete,2353 Lombard ,2353,Lombard,St,94123,"2353 LOMBARD ST, SAN FRANCISCO, CA 94123",512061,2,Marina,Marina,MOHCD,Inclusionary,,New Construction,Unknown,,,2/6/15,2/6/15 0:00,7/30/16,,,,2.01401E+11,2009.1177,http://propertymap.sfplanning.org/?search=2009.1177,"2009.1177C,2009.1177E,2009.1177S,2009.1177V",12/19/13,Fee Payment ,2014-J831343,1/28/14,21,0,21,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79905621,-122.4400302,"(37.799056206617, -122.440030156188)"
2013-043,(5) First Construction Document Issued,Alemany ,951,Ellsworth,St,94110,938 ELLSWORTH ST 94110,5843007,9,Bernal Heights,Bernal Heights,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,8/29/16,,11/7/16 0:00,3/1/19,Bernal Heights Neighborhood Center,BRIDGE Housing Corporation,"Alemany Housing Associates, LP","201602189871, 201602189878, 201602189879, 201602189880, 201602189881, 201602189882, 201602189890, 201602189891, 201602189892, 201602189893, 201602189894, 201602189895, 201602189896, 201602189897, 201603162236, 201603162239, 201603162248",2015-018080PRJ,http://propertymap.sfplanning.org/?search=2015-018080PRJ,"2015-018080CUA,2015-018080VAR,2016-001269ENV,2016-001269PRJ",,,,,150,148,2,99%,0,0,7,98,41,2,0,0,2,"2bd, 3bd",148,0,0,0,0,0,0,148,0,0,0,0,0,0,0,37.73285873,-122.4170542,"(37.7328587264199, -122.417054195)"
2013-044,(5) First Construction Document Issued,Mission Dolores,1855,15th,St,94103,1855 15TH ST 94103,3556055,8,Mission,Mission,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,6/1/19,BRIDGE Housing Corporation,Mission Economic Development Agency,"Bridge Housing Ventures, Inc, MEDA Housing LLC",2.0151E+11,2015-012300PRJ,http://propertymap.sfplanning.org/?search=2015-012300PRJ,2015-012300ENV,,,,,91,90,1,99%,0,68,22,0,0,0,0,11,1,1bd,0,90,0,0,0,0,0,90,0,0,0,0,0,0,0,37.76601731,-122.4255733,"(37.7660173077277, -122.425573259301)"
2013-045,(5) First Construction Document Issued,Ping Yuen North,848-856,Pacific,Ave,94133,838 PACIFIC AVE 94133,160030,3,Chinatown,Chinatown,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/30/16,,,11/30/16 0:00,6/1/19,Chinatown Community Development Center,,"North Ping Yuen, LP",2.0151E+11,2015-011574PRJ,http://propertymap.sfplanning.org/?search=2015-011574PRJ,"2015-011574ENV,2015-011574VAR",,,,,200,199,1,100%,0,46,32,99,22,0,0,9,1,2bd,199,0,0,0,0,0,0,199,0,0,0,0,0,0,0,37.79699664,-122.4094054,"(37.7969966434478, -122.409405352071)"
2013-046,(2) Predevelopment Feasibility,1950 Mission,1950,Mission,St,94103,1950 MISSION ST 94103,3554005,9,Mission,Mission,MOHCD,Multifamily,,New Construction,Rental,7/1/17,,,7/1/17 0:00,6/1/19,BRIDGE Housing Corporation,Mission Housing Development Corporation,1950 Mission Associates LLC,2.01609E+11,2016-001514PRJ,http://propertymap.sfplanning.org/?search=2016-001514PRJ,"2016-001514CUA,2016-001514ENV,2016-001514PPA",,,,,157,156,1,99%,0,32,36,73,15,0,0,0,1,3bd,124,0,0,32,0,0,0,0,0,156,0,0,0,0,0,37.76584624,-122.4202078,"(37.7658462445887, -122.420207773924)"
2013-047,(5) First Construction Document Issued,3850 18th,3850,18th,St,94114,3850 18TH ST 94114,3580076,8,Castro/Upper Market,Castro/Upper Market,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/7/16,,,11/7/16 0:00,7/1/19,Mission Economic Development Agency,BRIDGE Housing Corporation,"Bridge Housing Ventures, Inc, MEDA Housing LLC",2.0151E+11,2015-014726PRJ,http://propertymap.sfplanning.org/?search=2015-014726PRJ, ,,,,,107,106,1,99%,0,88,18,0,0,0,0,11,1,1bd,0,106,0,0,0,0,0,106,0,0,0,0,0,0,0,37.76161215,-122.4295877,"(37.7616121481562, -122.429587674897)"
2013-048,(5) First Construction Document Issued,Ping Yuen,895,Pacific,Ave,94133,895 PACIFIC AVE 94133,179021,3,Chinatown,Chinatown,MOHCD,RAD Phase 2,,Rehabilitation,Rental,11/30/16,,,11/30/16 0:00,1/5/19,Chinatown Community Development Center,,"Ping Yuen, LP",2.0151E+11,2015-014710PRJ,http://propertymap.sfplanning.org/?search=2015-014710PRJ, ,,,,,234,233,1,100%,0,0,46,91,75,21,0,14,1,2bd,233,0,0,0,0,0,0,233,0,0,0,0,0,0,0,37.79629741,-122.4095743,"(37.7962974065022, -122.409574307209)"
2013-049,(5) First Construction Document Issued,1601 Larkin ,1601,Larkin,St,94109,"1601 LARKIN ST, SAN FRANCISCO, CA 94109",620006,3,Nob Hill,Russian Hill,MOHCD,Inclusionary,,New Construction,Unknown,,4/30/14,9/5/14,9/5/14 0:00,2/27/16,,,,,2013.089,http://propertymap.sfplanning.org/?search=2013.0890,"2013.0890C,2013.0890V",10/3/13,Fee Payment ,2013-J801806,12/6/13,27,0,27,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79277873,-122.4197635,"(37.7927787301196, -122.41976349054)"
2013-050,(5) First Construction Document Issued,555 Fulton ,555,Fulton,St,94118,"746 LAGUNA ST, SAN FRANCISCO, CA 94102",794058,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership,,3/26/14,7/28/14,7/28/14 0:00,1/19/16,"Fulton Street Ventures, LLC",,,,2013.0063,http://propertymap.sfplanning.org/?search=2013.0063,"2013.0063C,2013.0063Q,2013.0063S,2013.0063T",10/3/13,On-site BMR Project ,2015-K126436,8/31/15,139,17,122,12%,0,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,37.77815924,-122.4258324,"(37.778159243738, -122.425832395412)"
2013-051,(5) First Construction Document Issued,Transbay Block 8 (Affordable Component),250,Fremont,St,94105,Not Applicable,3737041,6,Financial District,Financial District/South Beach,OCII,Multifamily,Transbay,New Construction,Rental,10/1/16,,,10/1/16 0:00,3/1/19,Related California,Tenderloin Neighborhood Development Corporation,"T8 Housing Partners, LP",,Not Applicable,,,,,,,80,79,1,99%,0,0,39,16,24,0,0,0,1,1bd,79,0,0,0,0,0,0,79,0,0,0,0,0,0,0,37.78817181,-122.3946932,"(37.7881718145073, -122.394693236624)"
2013-052,(2) Predevelopment Feasibility,88 Broadway Family,88,Broadway,,94111,Planning address not yet assigned,140007,3,North Beach,Financial District/South Beach,MOHCD,Multifamily,,New Construction,Rental,10/1/17,,,10/1/17 0:00,10/1/19,BRIDGE Housing Corporation,John Stewart Company,Entity to be formed,,Not Yet Available,,,,,,,130,129,1,99%,0,13,41,58,17,0,0,0,1,3bd,103,0,0,26,0,0,0,0,0,111,12,0,0,6,0,37.79926013,-122.3996179,"(37.7992601276451, -122.399617949234)"
2013-053,(2) Predevelopment Feasibility,88 Broadway Senior,735,Davis ,St,94111,Planning address not yet assigned,140008,3,North Beach,Financial District/South Beach,MOHCD,Multifamily,,New Construction,Rental,10/1/17,,,10/1/17 0:00,10/1/19,BRIDGE Housing Corporation,John Stewart Company,Entity to be formed,,Not Yet Available,,,,,,,52,51,1,98%,0,17,33,1,0,0,0,0,1,2bd,0,40,0,11,0,0,0,0,0,44,7,0,0,0,0,37.7992119,-122.3991252,"(37.799211902059, -122.399125155029)"
2014-001,(2) Predevelopment Feasibility,534 Natoma,534-536,Natoma,St,94103,534 NATOMA ST 94103,3726063,6,South of Market,South of Market,MOHCD,Small Sites,,Rehabilitation,Rental,4/1/16,,,4/1/16 0:00,11/1/16,San Francisco Community Land Trust,,San Francisco Community Land Trust,2.01502E+11,2015-001595PRJ,http://propertymap.sfplanning.org/?search=2015-001595PRJ,2015-001595VAR,,,,,4,4,0,100%,0,0,4,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.7796377,-122.4086441,"(37.7796377033003, -122.408644061309)"
2014-002,(5) First Construction Document Issued,Mission Bay South 6 East,626,Mission Bay Blvd North,,94158,Not Applicable,8711021,6,South of Market,Mission Bay,OCII,Multifamily,Mission Bay,New Construction,Rental,8/1/16,1/22/16,9/21/16,9/21/16 0:00,7/1/18,Tenderloin Neighborhood Development Corporation,,"1300 Fourth Street Associates, LP",2.01507E+11,Not Applicable,,,,,,,143,142,1,99%,0,0,53,46,43,0,0,0,1,2bd,114,0,0,28,0,6,23,113,0,0,0,0,0,0,0,37.77140196,-122.3917716,"(37.7714019612816, -122.391771646724)"
2014-003,(5) First Construction Document Issued,Transbay Block 8,250,Fremont,St,94105,Not Applicable,3737040,6,Financial District,Financial District/South Beach,OCII,Inclusionary-OCII,,New Construction,Rental,10/28/16,12/10/15,,10/28/16 0:00,12/1/18,Related California,Tenderloin Neighborhood Development Corporation,,2.01412E+11,Not Applicable,,,,,,,546,70,476,13%,0,20,32,18,0,0,0,0,0,,70,0,0,0,0,0,0,70,0,0,0,0,0,0,0,37.78790232,-122.3943599,"(37.7879023198261, -122.394359886195)"
2014-004,(6) Complete,270-280 Brighton,280,Brighton,St,94112,"270 BRIGHTON AV, SAN FRANCISCO, CA 94112",6944061,7,Ocean View,Oceanview/Merced/Ingleside,MOHCD,Inclusionary,,New Construction,Rental,,,10/27/14,10/27/14 0:00,4/19/16,SST Investments LLC,,,2.01308E+11,2013.0083,http://propertymap.sfplanning.org/?search=2013.0083,"2013.0083E,2013.0083E_3,2013.0083Q,2013.0083S,2013.0083U,2013.0083V",2/7/14,On-site BMR Project ,2014-J957506,10/2/14,29,3,26,10%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37.72329257,-122.4548768,"(37.723292567537, -122.454876791654)"
2014-005,(6) Complete,832 Sutter ,832,Sutter,St,94109, ,281003,3,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,,New Construction,Ownership,,,1/28/15,1/28/15 0:00,7/21/16,Ed and Margaret Duffy,,,,2007.0392,http://propertymap.sfplanning.org/?search=2007.0392,"2007.0392C,2007.0392E,2007.0392E_3,2007.0392K,2007.0392V",2/27/14,On-site BMR Project ,2015-K137493,9/25/15,20,2,18,10%,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37.78880085,-122.4142039,"(37.7888008545217, -122.41420385318)"
2014-006,(4) Site Work Permit Issued,2601 Van Ness ,2601,Van Ness,Ave,94109,"2601 VAN NESS AV, SAN FRANCISCO, CA 94109",0522002A,2,Marina,Marina,MOHCD,Inclusionary,,New Construction,Unknown,,4/4/16,,3/12/19 0:00,3/11/21,"Van Ness Terraces, LLC",,,2.01406E+11,2013.1177,http://propertymap.sfplanning.org/?search=2013.1177,"2013.1177C,2013.1177E,2013.1177V",3/13/14,Fee Payment ,2014-J860341,4/4/14,27,0,27,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79966249,-122.4246167,"(37.799662489687, -122.424616673897)"
2014-007,(5) First Construction Document Issued,O'Farrell Towers,477,O'Farrell,St,94102,Not Applicable,324024,6,Downtown/Civic Center,Tenderloin,MOHCD,Multifamily,,Rehabilitation,Rental,12/15/15,,,12/15/15 0:00,8/1/16,Tenderloin Neighborhood Development Corporation,,"O'Farrell Senior Housing, Inc.",2.01402E+11,Not Applicable,,,,,,,101,100,1,99%,0,0,100,0,0,0,0,0,1,1bd,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,37.78559864,-122.4124232,"(37.7855986404821, -122.412423243166)"
2014-008,(2) Predevelopment Feasibility,Transbay Block 1 (Affordable Project),160,Folsom,St,94105,Not Applicable,3740030,6,Financial District,Financial District/South Beach,OCII,Multifamily,Transbay,New Construction,Ownership,11/1/16,,,11/1/16 0:00,11/1/18,Tishman Speyer,,"Block One Property Holder, LP",2.01406E+11,Not Applicable,,,,,,,391,156,235,40%,0,0,72,64,20,0,0,0,0,,156,0,0,0,0,0,0,0,0,0,0,0,76,80,0,37.7899816,-122.3917302,"(37.7899816042381, -122.391730222711)"
2014-009,(5) First Construction Document Issued,2198 Market ,2198,Market,St,94114,"2198 MARKET ST, SAN FRANCISCO, CA 94114",3542061,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,,New Construction,Rental,,10/24/14,2/20/15,2/20/15 0:00,8/13/16,"Greystar GP II, LLC",,,2.01312E+11,2012.1362,http://propertymap.sfplanning.org/?search=2012.1362,"2012.1362C,2012.1362E,2012.1362E_3,2012.1362S,2012.1362U,2012.1362V",4/24/14,On-site BMR Project ,2016-K306385,8/16/16,87,10,77,11%,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,37.76652671,-122.4307685,"(37.7665267104886, -122.430768500456)"
2014-010,(5) First Construction Document Issued,650 Indiana,650,Indiana,St,94107,"666 INDIANA ST, SAN FRANCISCO, CA 94107",4041009,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Rental,,12/24/14,6/2/15,6/2/15 0:00,11/23/16,Michael Yarne/Build Inc,,,"201312244989, 201312244992, 201406138365, 201408063115, 201501065055, 201501065060",2012.1574,http://propertymap.sfplanning.org/?search=2012.1574,"2012.1574E,2012.1574E_3,2012.1574K,2012.1574U,2012.1574X",5/1/14,On-site BMR Project ,2014-J923409,8/5/14,111,16,95,14%,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,37.76214783,-122.3918616,"(37.7621478313473, -122.391861643543)"
2014-011,(5) First Construction Document Issued,1201-1225 Tennessee,1201-1225,Tennessee,St,94107,"1225 TENNESSEE ST, SAN FRANCISCO, CA 94107",4172022,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Rental,,4/1/15,6/15/15,6/15/15 0:00,12/6/16,AGI Capital,,,"201312234917, 201408083371, 201608054314",2012.0493,http://propertymap.sfplanning.org/?search=2012.0493,"2012.0493CND,2012.0493E,2012.0493E_3,2012.0493E_5,2012.0493K,2012.0493U,2012.0493X",5/1/14,On-site BMR Project ,2014-J889089,5/30/14,259,34,225,13%,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,37.75592798,-122.388603,"(37.7559279758836, -122.388602973408)"
2014-012,(5) First Construction Document Issued,Hunters View Phase IIB (Block 10),146,West Point,Rd,94124,"0 SITUS TO BE ASSIGNED, SAN FRANCISCO, CA 94124",4624055,10,Bayview,Bayview Hunters Point,MOHCD,HOPE SF,,New Construction,Rental,11/15/15,11/3/14,,11/15/15 0:00,9/30/17,John Stewart Company,Devine & Gong / Ridgepoint,"HV Partners Block 10, LP",,2009.1075,http://propertymap.sfplanning.org/?search=2009.1075,2009.1075F,6/12/08,,,,72,71,1,99%,0,0,38,0,31,0,2,0,1,3bd,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,37.7352256,-122.3807594,"(37.7352256026471, -122.380759443998)"
2014-013,(3) Design with Entitlements Approved,2101-2155 Webster,2101-2155 ,Webster,St,94115,"2460 SACRAMENTO ST, SAN FRANCISCO, CA 94115",629016,2,Pacific Heights,Pacific Heights,MOHCD,Inclusionary,,New Construction,Ownership,,,,5/4/19 0:00,5/3/21,Trumark Urban,,,"201311222660, 201406057550, 201406057554, 201406057555",2013.0227,http://propertymap.sfplanning.org/?search=2013.0227,"2013.0227C,2013.0227E,2013.0227K,2013.0227U",5/5/14,Fee Payment ,2014-J903855,7/3/14,76,0,76,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79026715,-122.4331765,"(37.790267154287, -122.433176510932)"
